Id,Sura,Aya,Text,Comment,DetailComment
2913,25,58,Сен ўлмайдиган тирик Зотга – Аллоҳга суяниб таян! Уни олқишлаб улуғла! У бандаларининг гуноҳларидан етарлича хабардор. ,,
2914,25,59,"Осмонларни, ерни ва улар орасидагиларни олти даврда [1*] яратиб, кейин бошқарув маркази – Аршга йўналган Зот Раҳмондир. У ҳақида ундан хабардор бўлган Зотдан сўра [2*]. ","<p>
	[1*]&nbsp;Осмонлар ва ер яратилмай туриб, биз ҳисоблаётган йиллар ва кунлар ҳисоби бўлмагани учун, бу оятдаги кун калимасига &quot;давр&quot;, деб маъно бердик.&nbsp;</p>
<p>
	[2*]&nbsp; Оятдаги охирги жумага &quot;Сен у (Раҳмондан) &ndash; Хабардор бўлган Зотдан сўра&quot;, шаклида маъно берса ҳам бўлади.&nbsp;</p>
",
2915,25,60,"Уларга: ""Раҳмонга сажда қилинглар!"", дейилганида улар: ""Раҳмон ким ўзи? Бизни кимга сажда қилишга буюрсанг шунга сажда қилиб кетаверамизми?"",-дейишади. Бу эса, уларни (имондан) узоқлашишини орттирди. ",,
2916,25,61,"Осмонда буржлар пайдо қилган, улар ичида битта ёруғлик манбаи (қуёш) ва нур таратувчи ой [1*] пайдо қилган Зотнинг шаъни улуғдир [2*]. ","<p>
	[1*]&nbsp; Ўхшаш оят: (Юнус 10:5).&nbsp;</p>
<p>
	[2*] &quot;Табарока&quot; сифатига &quot;барча яхшиликларнинг манбаи&quot;, деб маъно берса ҳам бўлади.&nbsp;</p>
",
2917,25,62,"Насиҳат олмоқчи ёки қадрига етмоқчи бўлганлар учун, У (Аллоҳ) кеча билан кундузни бирин-кетин алмашиб турадиган қилиб қўйди [*].","<p>
	[*]&nbsp; Ўхшаш оят: (Бақара 2:264), (Оли Имрон 3:190), (Юнус 10:6), (Мўъминун 23:80).&nbsp;</p>
",
2918,25,63,"Раҳмоннинг буйруқларини бажарадиганлар ер юзида камтар бўлиб юради, жоҳиллар уларга хитоб қилганида яхши гап гапиради [*]. ","<p>
	[*] &quot;Салом&quot; деганда, тинчлик билан ҳал қиладиалар, жанжал чиқмайдиган шаклда муомала қиладилар, жооҳилона гаплашмайдилар, ҳақорат қилмайдилар деган&nbsp;маънолар чиқади. Демак, мўмин киши жанжаллашмасликни таклиф қилади, масалани тинчлик билан ҳал қилишни хоҳлайди, жуда бўлмаса &quot;саломат бўлинглар!&quot;, деб қўя қолади. Жоҳилга жоҳилона жавоб қайтарилмайди.&nbsp;</p>
",
2919,25,64,Улар тунларни Роббига сажда қилган ва бедор бўлган ҳолда ўтказади [*]. ,"<p>
	[*]&nbsp; Ибодат, зикр, Қуръон ўқиш, истиғфор (кечирим) сўраш, намоз ўқиш мақсадида тунни бедор ўтказиш ҳақидаги ўхшаш оятлар:&nbsp; (Оли Имрон 3:17-113), (Исро 17:79), (Тоҳа 20:130), (Сажда 32:16), (Зумар 39:9), (Қоф 50:39), (Зорият 51:17-18), (Муззаммил 73:2-4, 20), (Инсон 76:26).&nbsp;&nbsp;</p>
",
2920,25,65,"Улар шундай дейди: ""Эй Роббимиз! Биздан жаҳаннам азобини даф қил, чунки унинг азоби офат/зиёндир. ",,
2921,25,66,"Чунки, жаҳаннам энг ёмон қароргоҳдир, энг ёмон жойдир"". ",,
2922,25,67,"Улар хайр-эҳсонларида исроф қилиб совурмайди ҳам, ўта бахиллик ҳам қилмайди, иккиси орасида ўрта йўл тутади.",,
2923,25,68,"Улар Аллоҳга қўшиб бошқа (уйдирма) илоҳга дуо қилмайди, Аллоҳ ўлдиришни ҳаром қилган жонни ноҳақ ўлдирмайди [*] ва зино қилмайди. Ким бу ишларни қилса уқубатга йўлиқади. ","<p>
	[*]&nbsp;Ҳақли равишдаги қатл қасосда, жанг майдонида ва терроризмга оид ўта оғир жиноятларда. Алоқадор оятлар учун қаранг: (Бақара 2:178), (Муҳаммад 47:4), (Моида 5:33).&nbsp;</p>
",
2924,25,69,"Қиёмат куни  унга икки баробар азоб берилади, азобда хорланиб ўлимсиз-мангу қолади [*]. ","<p>
	[*]&nbsp;Қиёматда икки баробар кўп азоб бериладиганлар ўзи ҳам адашиб, яна бошқаларни ҳам тўғри йўлдан адаштирган инсонларга тегишли бўлади (Анкабут 29:13).&nbsp;</p>
",
2925,25,70,"Бироқ, ким тавба қилса, имон келтириб хайрли иш(лар)ни амалга оширса, Аллоҳ уларнинг ёмонликларини яхшиликларга алмаштириб қўяди [*]. Аллоҳ кечиримли ва меҳрибондир.","<p>
	[*]&nbsp;Ёмонликларни яхшиликларга алмаштириб қўйиши дунёга тегишли бўлиши ҳам мумкин, охиратга ҳам. Дунёга тегишли бўлса, куфр-у исёнини имон-у амалларга алмаштириб қўйиши ва бунга имкон бериши бўлади. Охиратга тегишли бўлса, унда дунёда қилган ёмон ишларини яхшиликларга алмаштириб қўйиши бўлади. Бундай кишилар қиёматда амал дафтарида ёмонликни ўрнига яхшилик ёзиб қўйилганини кўриши ҳақида бир қанча ривоятлар бор. Биз Аллоҳдан ҳар иккаласини ҳам сўраб қоламиз. Дунёда ҳам ўз қўлларимиз билан яхшиликлар қилиб ўтишга, охиратда ҳам тавба қила олмай қолган гуноҳ ишларимизни яхшиликларга алмаштириб қўйишини ҳам сўраб қоламиз. Ҳаммамизга тавба-и насуҳ насиб қилсин Роббимиз. Ўхшаш оят (Намл 27:10).&nbsp;</p>
",
2926,25,71,"Кимки (гуноҳлардан) тавба қилса ва хайрли (иш)лар қилса, шунда у Аллоҳга ҳақиқий тавба қилган бўлади. ",,
2927,25,72,"(Раҳмоннинг яхши бандалари) нотўғри/ёлғон нарсаларга қатнашмайди [*], кераксиз ишларни ёнидан ўтаётиб ўз ҳурматини сақлаб ўтиб кетади. ","<p>
	[*] Оятдаги &laquo;шаҳодатуз-зур&raquo; иборасини куй-қўшиқ ижро этилаётган жой, ширк, ёлғон гувоҳлик, Қуръон оятларига нисбатан нотўғри муносабат билдирилаётган мажлис, ҳар қандай беҳуда ишлар, ёмонликка тарғиб қиладиган кенгашлар, сархуш қилувчи ичимликлар қўйилган зиёфат ва шу каби ҳар қандай ёмон ишлар содир этилаётган маконлар деб тафсир қилишган муфассирлар. Ундан ташқари, ёлғон гувоҳлик бермайдилар, деган&nbsp; маъно ҳам чиқади.</p>
",
2928,25,73,Уларга Роббининг оятлари эслатилганида оятларга нисбатан кар ва кўрдек ёндашмайди [*]. ,"<p>
	[*]&nbsp;Демак, Қуръон ўқилганида, тушунтирилганида уни англашга ҳаракат қилиш керак, англаган нарсасига амал қилишга ҳаракат қилиш керак. Қуръон оятлари тушунтирилаётганида мусулмон инсон оятларга қандай муносабат билдириш кераклиги қуйидаги оятларда келтирилган: (Тавба 9:124), (Марям 19:58), (Сажда 32:15).&nbsp;</p>
",
2929,25,74,"Улар: ""Эй Роббимиз! Бизларга кўз қувончи бўладиган жуфтлар ва фарзандлар бахш эт. Бизни масъулиятли (мўмин)ларга етакчи қил"",-дейдилар.",,
2930,25,75,"Қилган сабр-бардошлари туфайли улар олий саройлар билан мукофотланади [1*], у ерда табрик ва салом ила кутиб олинадилар [2*]. ","<p>
	[1*]&nbsp; Ўхшаш оят: (Анкабут 29:58), (Сабаъ34:37), (Зумар 39:20)</p>
<p>
	[2*].&nbsp;&nbsp; Ўхшаш оят: (Юнус 10:10), (Иброҳим 14:23), (Аҳзоб 33:44).&nbsp;</p>
<p>
	&nbsp;</p>
",
2931,25,76,Улар саройларда ўлимсиз-мангу қолади. У қандай яхши қароргоҳ ва  қандай яхши даргоҳдир.,,
2932,25,77,"Рoббимнинг сизларга даъвати бўлмаса [*], У сизларга аҳамият (қадр) бермас эди. Бироқ, сизлар (даъватни) ёлғонга чиқардингиз. Шу боис (сизларни жазолаш) керак бўлади. ","<p>
	[*]&nbsp;Яъни, агар Аллоҳ сизларни Исломга даъват қилмаса, сизга Пайғамбар юбормаса, сизларга Исломга амал қилишни буюрмаса, деган маъно чиқади.</p>
",
2933,26,1,То! Син! Мим![*],"<p>
	[*]&nbsp;&nbsp;Бу ҳарфларга &quot;ҳуруфи муқаттоа&quot; ва &quot;ҳуруфут-танбеҳ&quot; дейилади. Қуръони Каримнинг бундан бошқа яна 28 та сураси мана шундай, яъни ўқувчи ва эшитувчининг диққатини ва фикрини жалб қилиш учун араб тилига хос бир қоида билан бошланган. Ҳуруфи муқаттоадан кейин асосан Қуръоннинг асл моҳияти, мазмуни ва ўзидаги усул ва қоидаларни, Қуръоннинг нозил бўлишидаги мақсади ва Пайғамбар алайҳиссаломнинг Қуръонга нисбатан юклатилган вазифаси ҳақида баён қилиб берувчи оятлар келган. Бу ҳарфларда турли Илоҳий сирлар яширилмаган.&nbsp;</p>
",
2934,26,2,Булар аниқ-равшан Китоб оятларидир [*].  ,"<p>
	[*]&nbsp; Инсонлар тушуниб амал қилишлари, тафаккур қилишлари, эслатма олишлари, ақл юритишлари, у орқали ҳидоятга киришлари учун Аллоҳ Таьоло Қуръонни жуда тушунарли шаклда очиқлаб берган (Бақара 2:219-221-242-266), (Оли Имрон 3:103). Бу сирли Китоб эмас, аксинча, илм ва маълумот олмоқчи бўлганлар учун ҳам, уқиб амал қиладиганлар учун ҳам очиқ-ойдин ва тушунарли Китобдир.&nbsp;&nbsp;</p>
",
2935,26,3,"(Қавмим Қуръонга) [1*] ишонмаяпти деб, сал қолса ўзингни адо-и тамом қилай деяпсан![2*] ","<p>
	[1*]&nbsp; Муҳаммад алайҳиссалом қавми Қуръонга ишонмагани учун қаттиқ афсус чеккани ва ўзини қийин аҳволга солиб қўйгани, (Каҳф 18:6) - оятида ҳам билдириб ўтилган. Шу сабабли, бу оят изоҳига ҳам &quot;Қуръонга имон келтирмаётгани сабабли&quot; деб, маъно бердик. Зотан, макка мушриклари асосан Муҳаммад алайҳиссаломга келган Илоҳий ваҳийга &ndash; Қуръонга ишонишмаган эди. Демак, инсонларнинг кофирлиги сабабли бир мусулмон инсон ич-этини еб тушкунликка тушмаслик керак, ўзини еб битирмаслик керак (Фатир 35:8). Ҳар ким ўзи учун жавоб беради. лекин, иложи борича насиҳат қилиб етказиш керак.&nbsp;</p>
<p>
	[2*]&nbsp; Бу оят жаноб Расулуллоҳ ўз қавмини мўмин бўлишини қанчалик хоҳлаганини, уларга қанчалик ичи оғригани ва имонни илинганини билдиради. Ундан ташқари, ўзингни бунчалик қийнама, деган маъно чиқади (Фатир 35:8) оятда ҳам очиқча бу ишдан қайтарган. Ўхшаш оятлар: (Каҳф 18:6), (Фатир 35:8).&nbsp;</p>
",
2936,26,4,"Агар муносиб билганимизда, уларга осмондан аломат/далил туширар эдик, шунда (маьжбуран) унга бўйинлари эгилиб қоларди.[*] ","<p>
	[*]&nbsp;Имон-эътиқод инсонинг ўз ихтиёрига боғлиқ нарса бўлгани учун, Аллоҳ ҳеч кимни мўмин бўлишга мажбур қилмайди. Дунёни имтиҳон экани мана шунда. Аввалги Пайғамбарларга берилган мўьжизалар ва огоҳлантирувчи белгилар ҳам, кофирларни мажбуран мўмин бўлиши учун юборилмаган. Аксинча, Пайғамбарларни ҳақ эканини кўрсатиш учун берилган. Энди қиёматгача Муҳаммад алайҳиссаломнинг ҳақ Пайғамбар эканининг далили сифатида давом этадиган далил Қуръондир.&nbsp;</p>
",
2937,26,5,"Уларга Раҳмон тарафидан ҳар бир янги эслатма-насиҳат келганида, улар ундан фақат юз ўгирди [*]. ","<p>
	[*] Макка мушрикларининг кўпи Қуръон эшитганида ўйнашиб, менсимасдан эшитар, унга ишонмасдан тинглар эдилар. Натижада кўплари золимларга айланадилар (Анбиё 21:2).&nbsp;</p>
",
2938,26,6,"Улар ҳақиқатда (Қуръонни) ёлғонга чиқарди, масхара қилган нарсанинг хабарлари ўзларига яқинда келади. ",,
2939,26,7,Ер юзига назар солмайдиларми? Биз унда ҳар турли фойдали ўсимлик ундириб қўйдик [*]. ,"<p>
	[*]&nbsp; Ўхшаш оят: (Ҳижр 15:19), (Луқмон 31:10).&nbsp;</p>
",
2940,26,8,"Бунда албатта ибрат-далил бор [*]. Бироқ, уларнинг кўпчилиги ишонмади.","<p>
	[*]&nbsp; Яъни, табиатга жуда мукаммал қонун қўйган ва шу қонун асосида яратган бир яратувчи борлигига, табиатни ўша яратувчи бошқариб турганига далил ва ҳужжат бор.&nbsp;</p>
",
2941,26,9,"Албатта, Яратган Эганг ғолибдир, меҳрибондир.",,
2942,26,10,"Бир кун Роббинг Мусога шундай нидо қилди: ""Ҳақсизлик қилувчи-золимлар қавмга бор, ",,
2943,26,11,"Фиръавн қавмига бор, улар жавобгарликни ҳис қилмаяпти!""[*]","<p>
	[*]&nbsp; Оятдаги &quot;ҳамза&quot; ҳол учун, дея таржима қилинди. Бу таркиб учун қаранг: Имом Замахшарий, Тафсири Кашшоф.</p>
",
2944,26,12,"Мусо шундай деди: ""Эй Роббим! Улар мени ёлғончига чиқаради, деб қўрқяпман. ",,
2945,26,13,"Юрагим сиқилиб, тилим тутилиб қолади. Шунинг учун, элчиликни Ҳорунга бер [*].","<p>
	[*] Мусо алайҳиссалом аввал элчилик вазифасини етарлича бажара оламанмикин деб, муборак вазифани биродари Ҳорунга берилишини истади. Лекин, Аллоҳ Мусога ҳам Ҳорунга ҳам биргаликда Аллоҳнинг элчиси бўлиб боришини тайинлади. (Шуаро 26:12-16), (Тоҳа 20:9-36), (Фурқон 25:35)</p>
",
2946,26,14,"Улар учун мен гуноҳкорман [*], мени ўлдириб қўйишларидан қўрқаман"".","<p>
	[*]&nbsp; Мусо алайҳиссалом Пайғамбар бўлишидан олдин шаҳарда бир инсонни ўлдириб қўйган эди (Қасос 28:15-21).&nbsp;</p>
",
2947,26,15,"Аллоҳ айтдики: ""Йўқ! Иккалангиз ҳам оятларим билан боринг. Биз сизлар билан биргамиз, эшитиб турамиз [*]. ","<p>
	[*]&nbsp;Аллоҳ Таьоло Мусога ва Ҳорунга ҳеч ким зарар етказа олмаслигини, чунки уларда Фиръавннинг сеҳргарларига қарши далиллари ва илми бўлган. Зеро, улар сеҳргарларнинг сеҳрларидан ғолиб келишган (Қасос 28:35).&nbsp;</p>
",
2948,26,16,"Фиръавнга бориб айтинглар: ""Биз борлиқларни Яратган Эгасининг Элчисимиз.",,
2949,26,17,"Исроил авлодларини биз билан бирга қўйиб юбор""-денглар.",,
2950,26,18,"(Фиръавн Мусога) шундай деган: ""Биз сени болалигингда ичимизда тарбия қилмаганмидик? [*] Умрингни бир қанча йилини бизни ичимизда ўтказдинг. ","<p>
	[*]&nbsp; Бу иборани &quot;Сени худди ўз боламиздек тарбия қилдик&quot; каби таржима қилса ҳам бўлади.&nbsp;</p>
",
2951,26,19,"Ва қилғиликни ҳам қилдинг (одам ўлдирдинг). Сен кофир-нонкўрлардан [*] бирисан"". ","<p>
	[*] Агар кофир калимасига нонкўрлик, деб маъно берилса, Мусо алайҳиссаломнинг қилган ишлари ва айтган гапларини Фиръавн ўзига нисбатан нонкўрлик, деб қабул қилгани тушунилади. Агар кофир калимасини маънавий кофилрик, деб таржима қилинса, Фиръавн гўёки ўзини илоҳ, деб даъво қилгани ҳамда ўзининг ҳам бошқа сохта илоҳлари борлигини иддао қилгани учун Мусо алайҳиссаломга қараб, &quot;сен менга ва илоҳларимизга кофир бўлдинг&quot;, деган бўлади &nbsp;(Аъроф 7:127), (Нозиот 79:24).</p>
",
2952,26,20,"(Мусо) айтганки: ""Мен у ишни ўшанда адашиб/билмасдан қилиб қўйганман. ",,
2953,26,21,"Шунда, сизлардан қўрққанимда қочиб кетганман [1*]. Кейин, Яратган Эгам менга ҳикмат [2*] берди ва мени элчилардан бири этиб тайинлади. ","<p>
	[1*]&nbsp; Мусо алайҳиссалом ўзини ўлдиришга буюрилгани ҳақидаги гапларни эшитганидан кейин, Мадянга қочиб кетган (Қасос 28:15-17-33).&nbsp;</p>
<p>
	[2*] Пайғамбарларга, Пайғамбар бўлишидан олдин илм, тўғри тушунчага эга бўлиш, тўғри қарор бера олиш қобилияти берилади. Ақли, фаҳми ва тушунчаси равон бўлган ҳолатда уларга Аллоҳ ваҳий юборади. Иброҳим ҳам Пайғамбар бўлишидан олдин кўплаб изланишлар олиб борган, кўп- кўп мулоҳаза қилган. Муҳаммад алайҳиссалом ҳам Пайғамбар бўлишидан олдин жаҳолатдан безиб Ҳиро ғорига кириб фикр юритар ва ўзи билган &ndash; Иброҳим ва Исмоил алайҳиссалом олиб келган динга ибодат қиларди. Ўхшаш оят: (Қасос 28:14).&nbsp;</p>
",
2954,26,22,"Сен менга миннат қилаётган ўша неъмат эса, Исроил авлодини қул қилиб олишинг (сабаблидир)"".",,
2955,26,23,"Фиръавн: ""Борлиқларни Яратган Эгаси нима дегани?"", деди. ",,
2956,26,24,"""У осмонлар ва ерни, ҳамда у иккаласи орасидаги нарсаларни ҳам Яратган Эгасидир. Агар қатъий ишонсаларинг..."",-деди (Мусо). ",,
2957,26,25,"(Фиръавн) ёнидагиларга: ""Эшитяпсизларми?!"",-деди.",,
2958,26,26,"""У сизларни ҳам, аввалги ота-боболарингизни ҳам Яратган Эгасидир"",-деди (Мусо).",,
2959,26,27,"""Сизларга юборилган (бу) элчингиз жинни"",-деди, (Фиръавн)[*].","<p>
	[*]&nbsp; Ҳақ ва ҳақиқат қаршисида ҳужжат келтира олмай қолган инсонлар кўпинча баҳс жараёнида дарҳол ҳақоратлашга, туҳмат қилишга ўтиб олади. Бу ишлар Фиръавн ва унга ўхшаган мутакаббир инсонларнинг одатидир. Бу каби ҳақоратлар кўплаб Пайғамбарлар қатори сўнги Пайғамбар Муҳаммад алайҳиссаломга ҳам кофирлар тарафидан нисбат берилган (Ҳижр 15:6).&nbsp;&nbsp;</p>
",
2960,26,28,"(Мусо) эса: ""У машриқ-у мағрибни ҳам, у иккаласи орасидагиларни ҳам Яратган Эгасидир. Агар ақл ишлатсанглар"",-деди.",,
2961,26,29,"""Агар мендан бошқасини ўзингга илоҳ деб қабул қилсанг, сени қамоққа олинганлардан бири қиламан"",-деди (Фиръавн). ",,
2962,26,30,"(Мусо): ""Сенга аниқ нарса билан келган бўлсам-чи?"",-деди.",,
2963,26,31,"""Агар ростгўйлардан бўлсанг, қани уни келтир-чи!"",-деди.",,
2964,26,32,"Шунда (Мусо) ҳассасини ташлади, бирданига ҳасса аниқ илон (бўлди)[*].","<p>
	[*]&nbsp; Ўхшаш оятлар: (Аъроф 7:107,108), (Намл 27:10-12), (Тоҳа 20:22), (Қасос 28:31).&nbsp;</p>
",
2965,26,33,"Қўлини чиқарди, қараганларга қўли оппоқ (кўринди)[*].","<p>
	[*]&nbsp; Ўхшаш оятлар: (Аъроф 7:107-108), (Тоҳа 20:22).&nbsp;</p>
",
2966,26,34,"Фиръавн ёнидагиларга шундай деди: ""Бу билимли сеҳргар экан.",,
2967,26,35,"У ўз сеҳри билан сизларни юртингиздан чиқариб юбормоқчи. Нима қилишни буюрасизлар?""",,
2968,26,36,"Ёнидагилар айтдики: ""Уни ҳам, биродари Ҳорунни ҳам назоратга олиб тур ва шаҳарларга тўпловчи (ходим)лар жўнат.",,
2969,26,37,"Сенга барча билимли сеҳргарларни олиб келишсин"".",,
2970,26,38,"Шундай қилиб, сеҳргарлар маълум кундаги келишилган вақтга жамланган [*].","<p>
	[*]&nbsp; Сеҳргарлар қачон ва қаерда тўпланиши Мусо алайҳиссалом белгилаган эди. У кун зийнатланиш, яъни байрам кунининг чошгоҳ вақти эди (Тоҳа 20:59).</p>
",
2971,26,39,"Инсонларга: ""Сизлар ҳам тўпланасизларми?"",-дейилган.",,
2972,26,40,"(Инсонлар): ""Агар сеҳргарлар ютиб чиқса, балки биз уларга эргашармиз"",-дедилар[*]. ","<p>
	[*]&nbsp; Ўхшаш оятлар: (Аъроф 7:109-112), (Тоҳа 20:57-60).&nbsp;</p>
",
2973,26,41,"Сеҳргарлар келишганида, Фиръавнга: ""Агар ютиб чиқсак, бизга аниқ мукофот бор-а?"",-дейишди. ",,
2974,26,42,"""Ҳа, унда сизлар аниқ менинг яқин (амалдор)ларимдан бўласиз"",-деди. ",,
2975,26,43,"Мусо сеҳргарларга: ""Ташлайдиганингизни ташланглар"",-деди.",,
2976,26,44,"Шунда, арқонлари ва ҳассаларини ташлаб: ""Фиръавн иззати билан, биз аниқ ютиб чиқамиз"",-дедилар. ",,
2977,26,45,"Кейин, Мусо ҳам ҳассасини ташлади. Шунда у бирдан уларнинг уйдирмаларини юта бошлади. ",,
2978,26,46,(Сеҳргарларни кўзига шундай кўриниши оқибатида) сеҳргарлар дарҳол саждага йиқилди. ,,
2979,26,47,"""Борлиқларнинг Рoббига ишондик"",-дедилар. ",,
2980,26,48,"""(Яъни) Мусо ва Ҳоруннинг Роббига [*] (ишондик дедилар)"". ","<p>
	[*]&nbsp; Бу оятдаги &laquo;Рoбб&raquo; калимаси аввалги 47-оятдаги &laquo;Рoбб&raquo; калимасидан бадал ёки атфи-баён бўлгани учун, бу оятни бошига &laquo;Аниқроғи&raquo; ёки &laquo;яъни&raquo; деб бошлаш керак. Акс ҳолда, бу жумла янги &ndash; мустақил жумлага айланиб қолади.&nbsp;</p>
",
2981,26,49,"(Фиръавн) шундай деди: ""Мен сизларга рухсат бермай туриб, Унга ишондингизми?. Демак, у сизларга сеҳр ўргатган ўзингизни каттангиз экан-да! Яқинда биласизлар, аниқ қўл-оёқларингизни қарама-қарши тарафдан кестираман ва ҳаммангизни остираман"". ",,
2982,26,50,"(Сеҳргарлар) шундай деди: ""Зарари йўқ. Чунки, биз Роббимизга қайтамиз.",,
2983,26,51,"(Бу ерда) илк мўминлар биз бўлганимиз учун, Роббимиз хатоларимизни кечиришини умид қиламиз"".",,
2984,26,52,"Биз Мусога: ""Сен бандаларим билан бирга тунда йўлга чиқ, сизлар таъқиб қилиняпсизлар"",- деб ваҳий қилдик. ",,
2985,26,53,Фиръавн шаҳарга тўпловчи (ходим)ларни юборган.,,
2986,26,54,"""Албатта, улар озгина оломон. ",,
2987,26,55,Улар бизга нисбатан жуда нафратлидир.,,
2988,26,56,"Бироқ, биз эҳтиёткор жамоамиз"", (деган). ",,
2989,26,57,"Шундай қилиб, уларни (Фиръавн ва издошларини) боғ-у бўстонлар ва чашма-и булоқлардан чиқариб юбордик. ",,
2990,26,58,Хазиналари ва қадрли масканларидан ҳам (чиқардик).,,
2991,26,59,Шундай қилдик [1*] ва Исроил авлодини у нарсаларга эгадор қилиб қўйдик [2*].,"<p>
	[1*]&nbsp; Шундай бўлган ибора, Фиръавн ва унга эргашганларни ўз юртларини ташлаб чиқиб кетиши ва натижада барчаси ҳалок бўлиши мана шундай бўлган, деган зеҳндаги маъноларга ишорат қилади.&nbsp;</p>
<p>
	[2*]&nbsp; Меьрос &ndash; ҳеч қандай шартномасиз бирон бир мулкни сизга ўтказиб берилишидир (Муфрадот).&nbsp;</p>
",
2992,26,60,(Фиръавн ва издошлари) тонг маҳалида уларни изига тушди.,,
2993,26,61,"Иккала жамоа бир-бирини кўришганида, Мусонинг ҳамроҳлари: ""Биз аниқ қўлга тушамиз"", деди. ",,
2994,26,62,"""Йўқ, ундай бўлмайди! Чунки, Яратган Эгам мен билан – У менга йўл кўрсатади"",-деди Мусо. ",,
2995,26,63,"Шунда Мусога ""Ҳассанг билан денгизга ур"" деб, ваҳий қилдик. Шу он денгиз бўлиниб, ҳар бўлаги улкан тоғдек бўлди.",,
2996,26,64,Қолганларни ҳам ўша ерга яқинлаштирдик.,,
2997,26,65,Мусо ва ёнидагиларнинг барчасини қутқариб қолдик.,,
2998,26,66,"Кейин, қолганларни (денгизга) чўктириб юбордик. ",,
2999,26,67,"Бунда, албатта аломат/далил бор. Бироқ, уларнинг кўпчилиги ишонмади [*].","<p>
	[*]&nbsp;Яъни, денгизни соҳилдан узоқлашиб айрилишида ва катта тоғдек бўлиб туришида Мусо алайҳиссаломни ҳақиқий Пайғамбар эканига далолат қиладиган аломат бор эди. Агар ақл юритиб, ортидан қувлашни ўрнига тавба қилиб, Мусони Пайғамбар эканига ишонса эди, балки тавбалари қабул бўлар ва мўмин бўлганлари ҳалок бўлмаган бўларди. Зотан, Фиръавн айнан чўкиб кетаётганида тавба қилиб имон келтирган, лекин ўлим асносида тавба қилгани учун Аллоҳ уни имонини қабул қилмаган. (Нисо 4:18), (Юнус 10:91).&nbsp;</p>
",
3000,26,68,"Албатта, Роббинг ғолибдир, меҳрибондир.",,
3001,26,69,Уларга Иброҳим ҳақидаги хабарни ўқиб бер. ,,
3002,26,70,"Бир куни Иброҳим отасига ва қавмига: ""Сизлар нимага сиғиняпсизлар?"",-деди.",,
3003,26,71,"Улар: ""Биз бут-санамларга сиғиняпмиз, улар учун ҳурмат билан туришда [*] давом этамиз"" деди. ","<p>
	[*]&nbsp; Оятдаги &laquo;назоллу&raquo; иборасига &quot;кун бўйи&quot;, деб маъно берса ҳам бўлади.&nbsp;</p>
",
3004,26,72,"У айтди: ""Дуо қилаётганингизда улар сизларни эшитадими? ",,
3005,26,73,"Ёки сизларга фойдами ёки зарарми етказа оладими?""",,
3006,26,74,"Улар: ""Йўқ. Бироқ, биз ота-боболаримизни мана шундай қилишганини кўрганмиз"",-деди. ",,
3007,26,75,"Иброҳим айтди: ""Ундай бўлса, нимага сиғинаётганингизни бир ўйлаб кўрдингларми? ",,
3008,26,76,Сизлар ҳам ўтмишдаги ота-боболарингиз ҳам.,,
3009,26,77,"У (бут-санамлар) мен учун душманимдир [1*], фақат борлиқларни Яратган Эгаси бундан мустасно [2*]. ","<p>
	[1*]&nbsp;&nbsp;Ботил тушунчадаги инсонларнинг кўплиги ва ботил эскидан давом этиб келгани ҳеч нарсани ҳал қилмайди. Иброҳим алайҳиссалом ва у кишига эргашганлардан кўра&nbsp; мушриклар жамоаси кўп эди, ҳамда бу мушриклик тушунчаси эски даврлардан давом этиб келган эди. Шундай бўлса-да, Иброҳим алайҳиссалом уларга эътибор бермади, ҳақ ва ҳақиқатни етказишда ва ботилга қарши чиқишда давом этди. Демак, ҳақ ваҳақиқатни аниқлашда кўпчилик эканига қаралмайди.&nbsp;</p>
<p>
	[2*]&nbsp; Бу оятдан икки хил маъно чиқади;</p>
<p>
	1. &quot;(Модомики бут-санамларга ибодат қилар экансиз) сизлар ҳам, ота-боболарингиз ҳам мен учун душмандир. Мен ўзимга фақат Оламларнинг Яратган Эгаси &ndash; Аллоҳни дўст тутаман&quot;.</p>
<p>
	2. &quot;Оламларни Яратган Эгаси &ndash; Аллоҳга ибодат қилган инсонларгина мен учун душман эмас&quot;.&nbsp;</p>
",
3010,26,78,"Мени Яратган, менга йўл кўрсатган Удир. ",,
3011,26,79,Мени У едириб-ичиради [*]. ,"<p>
	[*]&nbsp; Яъни, менга ризқни Аллоҳ беради, осмондан ёмғир ёғдириб, у орқали ердан ризқ ундириб беради, дегани бўлади (Бақара 2:22), (Ҳуд 11:6).&nbsp;</p>
",
3012,26,80,Бемор бўлганимда менга У шифо беради. ,,
3013,26,81,"Мени ўлдириб, кейин мени (қайтадан) У тирилтиради.",,
3014,26,82,Сарҳисоб кунида хато-ю гуноҳларимни кечиришини умид қиладиганим ҳам У.,,
3015,26,83,"Эй Яратган Эгам! Менга ҳикмат (тўғри қарор берадиган қобилият) бер, мени яхшилар қаторига қўш. ",,
